date,open,high,low,close,volume
2025-08-18,88.0079,88.1479,87.2079,87.2379,2562510.0
2025-08-19,87.7079,88.8079,87.6179,88.7679,4168302.0
2025-08-20,88.9879,89.7579,88.7629,89.0279,2931811.0
2025-08-21,88.5879,89.0879,88.3829,88.7579,2630017.0
2025-08-22,89.3879,90.9429,89.2269,90.5079,3318651.0
2025-08-25,90.3379,90.6679,89.9129,89.9779,2968786.0
2025-08-26,89.9479,90.2379,89.5579,89.7379,2739764.0
2025-08-27,89.9779,90.5579,89.9029,90.3079,1885807.0
2025-08-28,90.3379,90.3729,89.5279,90.0679,2525303.0
2025-08-29,90.1879,90.5929,90.1079,90.5679,2137369.0
2025-09-02,89.7379,89.8379,88.7179,89.0379,3424316.0
2025-09-03,88.8679,89.3079,88.7279,89.0879,2505412.0
2025-09-04,89.3679,89.8279,88.8979,89.7679,3689068.0
2025-09-05,90.3979,91.2479,90.1579,90.7979,3446035.0
2025-09-08,89.8679,90.2729,89.5679,90.2579,2880681.0
2025-09-09,89.9979,90.0779,89.6579,90.0479,2533881.0
2025-09-10,90.0579,90.5879,89.7479,89.8979,2242750.0
2025-09-11,90.1579,91.7479,90.0779,91.5679,2671354.0
2025-09-12,91.5079,91.6629,91.0379,91.1379,2165300.0
2025-09-15,91.4379,91.5679,90.7179,90.9879,2754928.0
2025-09-16,90.9779,91.1279,90.2379,90.4979,3260244.0
2025-09-17,90.7779,91.9079,90.2779,90.3779,4570949.0
2025-09-18,90.4879,90.9729,90.2679,90.5779,2966130.0
2025-09-19,90.6979,90.8179,89.9779,89.9779,3075803.0
2025-09-22,90.0079,90.193,89.4179,89.9979,3645558.0
2025-09-23,90.1179,90.7129,89.9979,90.4979,3421297.0
2025-09-24,90.4195,90.4595,89.5845,89.5995,2709419.0
2025-09-25,89.5895,89.9495,89.2595,89.3295,4246267.0
2025-09-26,89.6995,90.3795,89.4995,90.2195,5430756.0
2025-09-29,90.3195,90.4295,89.8495,90.2495,3155499.0
2025-09-30,90.2745,90.6895,89.9845,90.6195,2989562.0
2025-10-01,90.5695,91.0795,90.4445,90.7595,2932906.0
